tax_id,GeneID,PubMed_ID
192,36111810,25059863
192,36111825,25059863
192,36111876,15375141
192,36111877,25059863
192,36111906,25059863
192,36111926,1538694
192,36111966,25059863
192,36111993,25059863
192,36112046,25059863
192,36112120,25059863
192,36112191,25059863
192,36112208,25059863
192,36112209,25059863
192,36112210,25059863
192,36112211,25059863
192,36112214,25059863
192,36112260,25059863
192,36112270,25059863
192,36112286,25059863
192,36112299,25059863
192,36112346,25059863
192,36112359,25059863
192,36112361,25059863
192,36112365,17572072
192,36112371,25059863
192,36112391,25059863
192,36112409,25059863
192,36112444,25059863
192,36112457,25059863
192,36112464,25059863
192,36112499,25059863
192,36112550,25059863
192,36112558,25059863
192,36112603,25059863
192,36112604,25059863
192,36112613,10361275
192,36112651,25059863
192,36112652,25059863
192,36112662,25059863
192,36112880,25059863
192,36112892,15033235
192,36112893,15033235
192,36112894,15033235
192,36112898,15033235
192,36112908,8026752
192,36112911,15033235
192,36112916,15033235
192,36112917,15033235
192,36112919,15033235
192,36112923,15033235
192,36112925,15033235
192,36112927,15033235
192,36112928,15033235
192,36112929,14987774
192,36112930,14987774
192,36112931,15033235
192,36112933,15033235
192,36112937,15033235
192,36112938,15033235
192,36112939,15033235
192,36112940,15033235
192,36112941,15033235
192,36112947,15033235
192,36112949,15033235
192,36112951,15033235
192,36112952,15033235
192,36112954,15033235
192,36112956,15033235
192,36112958,15033235
192,36112960,15033235
192,36112961,2131098
192,36112961,15033235
192,36112962,2131098
192,36112962,15033235
192,36112964,15033235
192,36112966,15033235
192,36112968,15033235
192,36112972,15033235
192,36112973,15033235
192,36112988,15033235
192,36112991,15033235
192,36113000,15033235
192,36113001,15033235
192,36113002,15033235
195,3204980,15470128
195,3204980,17510271
195,3204981,15470128
195,3204982,15470128
195,3204983,15470128
195,3204984,15470128
195,3204985,15470128
195,3204986,15470128
195,3204987,15470128
195,3204988,15470128
195,3204989,15470128
195,3204990,15470128
195,3204991,15470128
195,3204992,15470128
195,3204993,15470128
195,3204994,15470128
195,3204995,15470128
195,3204996,15470128
195,3204997,15470128
195,3204998,15470128
195,3204999,15470128
195,3205000,15470128
195,3205001,15470128
195,3205002,15470128
195,3205003,15470128
195,3205004,15470128
195,3205005,15470128
195,3205006,15470128
195,3205007,15470128
195,3205008,15470128
195,3205009,15470128
195,3205010,15470128
195,3205011,15470128
195,3205012,15470128
195,3205013,15470128
195,3205014,15470128
195,3205015,15470128
195,3205016,15470128
195,3205017,15470128
195,3205018,15470128
195,3205019,15470128
195,3205020,15470128
195,3205021,15470128
195,3205022,15470128
195,3205023,15470128
195,3205024,15470128
195,3205025,15470128
195,3205026,15470128
195,3205027,15470128
195,3205028,15470128
195,3205029,15470128
195,3429167,16120460
195,3429168,16120460
195,3429169,16120460
195,3429402,16120460
195,3429403,16120460
195,3429404,16120460
195,31368337,26988047
195,31368338,26988047
195,31368339,26988048
195,31368349,26988048
195,31368351,26988047
195,31368352,26988048
195,31368354,26988047
195,31368357,26988048
195,31368358,26988048
195,31368359,26988047
195,31368360,26988048
195,31368361,26988047
195,31368362,26689587
195,31368369,26988048
195,31368370,26988047
195,31368371,26988048
195,31368375,26988048
195,31368376,26988047
195,31368377,26689587
195,31368378,26988048
195,31368379,26988047
195,31368380,26689587
195,31368381,26689587
195,31368385,26689587
195,31368387,26988047
195,31368388,26689587
195,31368389,26988048
195,31368392,26689587
195,31368398,26988048
195,31368399,26689587
195,31368400,26988048
195,31368401,26689587
195,31368402,26689587
195,31368404,26988047
195,31368407,26988048
195,31368408,26988047
195,31368409,26988048
195,31368410,26988047
195,31368411,26689587
195,31368412,26988047
195,31368413,26689587
195,31368414,26988048
195,31368415,26988047
195,31368416,26988047
195,31368417,26988047
195,31368419,18673073
195,31368420,26988047
195,31368421,26988048
195,31368422,26988048
195,31368423,26988047
195,31368424,26988047
195,31368426,26988048
195,31368427,26988047
195,31368428,26988048
195,31368430,26988048
195,31368431,26988047
195,31368433,26988048
195,31368434,26689587
195,31368435,26988048
195,31368437,26988048
195,31368442,26689587
195,31368444,26988048
195,31368446,26689587
195,31368447,26988048
195,31368448,26988048
195,31368449,26988048
195,31368450,26988047
195,31368451,26988047
195,31368452,26689587
195,31368453,26689587
195,31368454,26988047
195,31368455,26988047
195,31368456,26988047
195,31368458,26689587
195,31368459,26988048
195,31368460,26988048
195,31368461,26988047
195,31368464,26988047
195,31368465,26988047
195,31368470,23023744
195,31368471,26988048
195,31368472,26988048
195,31368473,26689587
195,31368476,26689587
195,31368477,26988048
195,31368484,26988047
195,31368489,26689587
195,31368490,26988048
195,31368491,26689587
195,31368494,26988048
195,31368496,26988048
195,31368499,26689587
195,31368502,26988047
195,31368503,26988047
195,31368504,26988047
195,31368505,26689587
195,31368506,26988048
195,31368507,26988048
195,31368510,26689587
195,31368511,26988047
195,31368512,26988048
195,31368513,26689587
195,31368514,26988048
195,31368515,26689587
195,31368516,26689587
195,31368517,26988048
195,31368518,26988048
195,31368519,26988047
195,31368521,26689587
195,31368522,26988047
195,31368523,26988047
195,31368525,26988047
195,31368526,26988048
195,31368527,26988047
195,31368528,26988048
195,31368531,26988048
195,31368532,26988047
195,31368533,26988047
195,31368534,26988047
195,31368535,26988048
195,31368536,26689587
195,31368538,26988048
195,31368539,26689587
195,31368543,26988047
195,31368544,26689587
195,31368550,26689587
195,31368563,26988048
195,31368569,26689587
195,31368570,26988047
195,31368571,26988048
195,31368575,26988047
195,31368576,26988047
195,31368577,26988047
195,31368580,26988048
195,31368582,26689587
195,31368583,26988048
195,31368585,26988048
195,31368586,26988047
195,31368587,26988048
195,31368588,26988047
195,31368592,26689587
195,31368594,26988048
195,31368595,26689587
195,31368604,26689587
195,31368605,26988048
195,31368607,26988048
195,31368608,26689587
195,31368609,26988048
195,31368610,26689587
195,31368611,26988048
195,31368615,26689587
195,31368616,26689587
195,31368618,26689587
195,31368619,26689587
195,31368621,26988048
195,31368622,26988048
195,31368623,26988047
195,31368624,26988048
195,31368625,26988048
195,31368627,26988047
195,31368628,26689587
195,31368629,26988048
195,31368630,26988047
195,31368631,26988047
195,31368632,26689587
195,31368637,26988047
195,31368638,26689587
195,31368641,26689587
195,31368643,26689587
195,31368644,26689587
195,31368645,26988047
195,31368647,26988047
195,31368649,26988047
195,31368651,26988048
195,31368652,26988048
195,31368653,26988048
195,31368654,26689587
195,31368655,26988047
195,31368656,26689587
195,31368660,26988048
195,31368666,26689587
195,31368667,26689587
195,31368668,26689587
195,31368669,26988047
195,31368671,26988048
195,31368673,26988047
195,31368677,26988048
195,31368699,26689587
195,31368700,26689587
195,31368701,26988047
195,31368702,26988048
195,31368704,26988048
195,31368705,26988047
195,31368706,26988047
195,31368707,26988047
195,31368708,26689587
195,31368709,26689587
195,31368713,26988048
195,31368714,26988047
195,31368715,26988048
